GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,exam_preparation_days,extracurricular_hours_per_week,final_exam_score,assignment_score
3.58,3.6,87,5.4,4.8,1.3,2.5,4.6,12,6.3,100,95
3.63,2.3,88,9.1,7.8,4.6,1,0.6,8,4.4,86,82
3.84,3.5,94,6.1,6.7,3,0.1,4.6,7,4.5,85,91
4,4.2,99,6.7,8.5,4.6,2.7,2.6,14,3.7,100,100
4,5.7,100,7.4,10,5.2,2.1,2.2,13,4.8,100,100
4,4.9,100,6.3,5,2.9,3.4,1.6,18,6.1,100,100
4,6.7,100,7.2,6.1,2.3,2,2.7,12,5.3,100,100
3.96,2.3,100,7.7,6.8,2.9,1.7,1.7,12,4.6,100,95
4,4.8,100,8.2,5.3,2.7,1.8,3.3,15,3.6,100,100
4,3.8,100,7.9,3.4,0.3,1.3,2.7,17,0.1,100,100
4,6.8,100,6.8,7.8,5.1,0.3,3.4,11,4,100,97
3.24,2.3,85,6.8,8.7,3.2,2.4,4.1,1,2,100,91
4,2.2,96,9.8,4.2,1.1,1.3,2.4,7,3.6,82,98
4,2.6,97,8.1,3.5,0,2.6,1.5,17,2.9,97,87
3.08,0.5,77,5.9,2.7,0,0.6,0,21,6.5,83,98
4,2.7,100,7.1,6.4,4,0.4,4.5,19,7.1,100,97
3.91,2.4,100,6.6,3.3,1.9,1.6,3.2,10,5.3,100,100
3.91,3.7,98,6.8,6.4,2.1,1.6,2.6,10,4.3,100,87
3.62,4,100,5.5,7.4,3.5,1.8,5.3,16,1.1,100,94
4,6.3,100,6.5,4.6,2,1.3,0.4,15,3.8,100,99
4,4.9,100,9.2,5.5,3.6,3,3.1,1,5,100,100
3.56,2.6,92,7.7,6.1,2.9,0,1.1,12,6.3,100,98
2.77,2.2,83,4,5.1,2.7,0.8,4.3,12,6.6,93,80
3.91,4.2,100,8.5,3.1,0.4,1.6,0,6,5.1,100,100
3.71,1.5,78,8.3,3.1,1.6,1.6,4.6,9,4.9,82,98
3.92,6.2,100,6.6,7,3.7,1.2,4.5,13,4.2,100,100
4,5.3,100,7.9,5.1,1.8,0.2,1.2,11,2.4,100,100
3.58,2.8,87,6,8.9,4.6,0,3.1,17,1.5,100,95
2.57,0.9,70,6.4,9.1,6.3,2.5,1.2,21,4.5,92,81
4,5.5,100,8.8,6.4,3.8,1.7,3.9,17,4.2,100,100
3.58,3.3,80,6.7,6.1,5,2.7,4.6,14,5.9,100,77
3.5,5.4,100,4.8,8.2,3.9,0,1,11,4.4,100,100
3.4,1.1,81,6.9,6.1,2,0.2,0.4,16,8.2,77,84
3.49,2.6,100,6.9,6.1,3.1,1.2,5.2,9,3.1,94,100
3.83,3.5,96,8.4,7.2,5.8,0,6.9,9,8.3,97,96
3.89,3.6,90,7,3.5,2,1,4,6,4,100,100
3.84,2.8,79,6.5,3.5,1.2,2.6,4.1,4,7.1,98,100
4,4.4,100,8.3,5.3,1.1,0.4,2.3,18,1.4,100,94
3.37,1.9,74,7.1,5.8,2.5,3.1,3.4,13,3.2,89,87
3.47,3.3,87,6.1,2.5,1.3,0.5,3.7,15,5.1,100,92
3.29,3.7,84,8.4,8.8,5.3,2.5,2.6,11,5.2,92,84
3.98,4.3,94,7.2,5.1,3.1,0.4,5.7,21,5.4,100,98
4,4.6,100,7,6.7,4.3,3.3,3.4,21,4.4,100,99
3.43,1.8,74,7.2,6.6,2.4,1.9,3.6,12,2.1,85,90
3.16,1.2,74,5.7,5,1.1,2.1,2.7,12,2.1,85,94
4,5.4,98,6.4,5.1,0.8,0.2,2.9,11,4.2,100,100
4,4,86,7,4.4,1.4,0.6,5.4,6,2.9,96,100
3.13,2.4,82,6.8,7.4,3.3,2,3.3,10,4.8,97,79
4,5.8,100,8.5,5.9,3.6,2.3,3.3,10,1.3,100,92
3.74,3.7,84,7.3,6.4,3.7,0.2,3.4,1,2.7,100,89
4,5.3,100,8,3.2,0.6,3.2,2.3,1,8.1,100,100
3.4,3.6,79,7,5.8,2.8,1.7,0.2,12,5.8,100,86
4,6.6,100,8.3,2.8,1.3,2.2,6.1,16,4.7,100,99
4,6.1,100,7.5,6.1,3.4,1.9,5.1,8,6.4,100,100
3.43,3.1,77,7,8.2,3.5,0,5.5,21,5.9,95,76
3.7,5,100,7,2.7,1,3.5,0.9,11,8.4,100,95
4,4.5,100,5.9,5.7,4.3,3.4,5.9,8,4.6,100,98
4,5.6,100,7.6,7.8,6.3,1.1,6.9,5,1,100,99
2.69,2.1,80,7,10.3,4.1,4.1,5.1,12,4.8,96,90
3.63,4.5,100,6.4,6.2,2.6,1.7,6.3,2,4.6,100,83
4,5.1,100,8.3,5,2.3,1.8,4.6,8,4.6,100,93
2.88,0.9,66,5.5,5.6,2.5,1.2,1.3,12,4,72,83
3.12,1.7,84,6.5,5,1.7,1.3,4,5,5.5,74,92
2.87,0.5,62,8.2,5.4,3.2,4,1,9,7.1,74,90
3.89,3.1,81,7.4,3.5,1.1,2.6,1.8,12,4.7,100,100
4,4.6,100,6.9,2.8,0,1.7,3.6,6,6.6,100,97
4,5.8,100,7.3,5.2,3.1,0.9,3.4,15,6.4,100,90
4,3.6,100,7.2,5.3,2.8,0.9,3.9,17,2.7,94,100
4,5.9,100,5.2,5.3,1.9,1.2,0,7,2.2,100,100
3.49,1.4,88,6.6,2.7,0.9,0.2,2.7,11,3.6,81,98
3.04,0.9,89,8.9,9.3,3.2,1.8,4.1,11,3.5,80,95
4,3.4,94,6.2,5.2,1.3,3.4,4.5,14,5.3,90,96
3.62,4.1,100,6.6,4.1,2.6,3.1,4.6,11,4.8,100,90
3.74,3.5,100,6.4,5.4,5.4,0,3.5,8,0.6,100,100
2.84,0.5,64,6.9,6,3.8,1.6,2.2,7,3.4,82,76
4,3.4,93,6.3,4.5,0.7,0,4,16,0,100,92
3.46,1.5,97,7.6,4.5,0.9,2.6,2.4,9,0.3,87,86
4,4.5,92,7.2,5.9,3,1.4,4.8,8,0,100,90
4,4,100,7.9,3,0.7,4.2,3.9,17,3.7,100,100
3.17,2.1,81,5.7,1.9,0,2.1,2.9,13,2.6,95,88
3.56,2.7,96,6.6,6.1,3.6,0.3,1.5,7,2.7,100,92
3.2,1.9,71,6.7,5.1,3.3,0,5.2,11,5.9,86,75
3.9,3.4,91,7.5,6,3.5,1.6,4.1,7,3.3,100,94
3.82,4.9,92,6,7.8,3.2,1.9,7.2,6,0,100,100
3.24,2,73,8.1,4.8,2.7,0.9,4.1,9,2.8,87,82
4,4.3,88,8.4,5.5,1.8,1.2,4.2,11,7.6,100,98
3.03,2.7,82,5.8,7.5,3.6,0.5,0.1,9,2.6,91,84
2.95,2.3,83,6.4,6.8,5.1,1.8,3.6,15,5.6,84,95
3.35,3.3,92,6.4,4,2,0.9,2.4,15,3.8,74,90
3.81,1.9,93,10,5.6,1.3,0.8,4.7,8,3.4,100,100
3.41,2.7,86,6.5,3,1.1,0,3.7,11,8.2,100,84
3.48,1.7,95,9,4.4,1.5,3.7,5,10,4.3,100,95
4,6.4,100,5.5,8.5,3.1,0.4,7.3,7,2.8,100,86
3.48,3.6,98,5.8,4.2,0,2.4,1.4,13,1.8,85,95
3.13,2.5,85,6.2,6.6,3.5,1.2,4.9,3,1.2,97,91
3.52,3.8,87,6,7.8,3.8,1.9,4.4,7,5.9,89,91
3.8,3.3,100,6.7,3,0.1,1.4,7,6,5.4,100,100
3.41,3.2,98,6.1,5.5,1.3,0.8,4.4,7,4.7,100,91
4,4.4,96,6,3.4,2.9,1.2,4.2,7,3.6,97,100
4,4.6,100,8.4,5.4,2.6,0.2,4.7,4,3,100,100
3.6,2.7,86,8.5,4.1,3.6,3.7,4.8,11,3.8,98,86
3.36,2.6,87,8.1,5.8,2.6,1.1,5.9,10,3.2,86,100
3.22,3.1,89,7.6,7.4,4.7,2.3,1.4,12,5.6,99,93
2.74,0.5,59,7.1,6.9,2.3,2.4,2.2,13,3.6,72,79
2.59,1.2,77,6.4,5.2,1.3,2.2,6.5,14,5.3,61,86
3.82,5.6,100,5.9,3.6,1.2,2.2,0,8,2.5,100,90
4,6,100,7.4,6.4,3.9,0,2.8,12,6.4,100,95
3.58,3.1,89,5.6,6.3,2.8,0,3.3,11,6.4,100,97
3.57,4.4,95,5.8,6.1,3.8,0,2.6,11,3.9,100,87
3.99,4,100,8.4,6.7,3.7,0.2,6.2,10,5.4,100,100
4,8.1,100,9.3,4.6,0,2.1,4,8,4.7,100,100
4,5.2,100,7.5,3.1,1.1,4.9,2.2,11,4.6,100,100
3.84,3.3,100,8.3,3.8,1.3,3.9,1.7,10,4,100,98
3.51,2.1,100,6.7,4.2,1.6,3.3,3.6,13,3.2,96,86
3.24,1.1,80,5.4,9,2.2,0.1,5.3,17,6.3,89,93
3.34,3.8,87,7.7,8,4.3,2.9,3.3,7,3.4,100,92
4,2.4,82,7.7,9,4.6,1.7,2.7,9,1.8,100,100
2.73,1.4,75,7.1,6.3,2.4,0,1.6,24,3.5,73,83
3.7,2.5,86,6.7,6.4,2.4,3.7,3.7,3,5,100,97
3.57,1.9,95,8.2,5.3,1.7,0.8,3.6,4,2.3,100,94
4,6,100,5.8,6.3,2.9,3.8,1.6,17,1.2,100,100
4,4.8,95,6.1,4.4,3.1,2.3,5.1,22,5.4,100,100
3.68,3.5,92,5.8,7.4,4,0.8,6.4,19,3.8,100,97
4,5.7,100,7.1,6.9,4,0,3.1,14,3.1,100,98
3.75,3.6,90,5.7,3.7,0,1.9,3.6,10,5.3,100,86
3.11,2.2,86,6.2,5.5,2.6,3.1,0.8,11,4.2,96,99
4,5.8,89,6.2,8.8,4.9,1.6,4.5,14,2.9,100,95
3.83,4.3,95,6.7,6.2,2.1,2.8,3.9,17,3.1,92,100
2.82,1.9,82,5.2,4,4.5,1.5,2.3,15,3.6,93,93
3.72,3.2,77,7.1,4.8,2.3,0.9,1.5,2,3.5,100,92
3.11,2.2,72,8.5,3.9,3.1,1.1,6.7,6,0.7,100,96
3.29,1.4,71,7.2,4.4,1.1,2.1,3.8,13,3.2,89,83
4,4.9,88,8.8,3.8,1.2,0.9,1.2,5,3.7,100,84
4,6.4,100,8.6,8.5,3.9,0.8,4.7,2,4.8,100,95
3.2,1.4,78,7.9,7.3,4.1,0,3.5,16,4.3,100,90
3.57,4.3,93,7.1,5.2,2.8,1.7,3.1,13,0,100,95
3.36,2.5,79,7,5.1,1,0.9,5,20,5.2,93,93
3.6,2.8,100,7.9,5.5,2.9,0,0,17,10.2,98,93
2.97,2.6,87,6.5,7.1,4.7,0.9,0,9,0.7,92,70
3.17,2.2,73,4.7,8.9,5.4,1.6,5.8,13,5.1,97,88
3.83,3.6,100,7.6,7.2,2.3,2,2.7,8,1.7,100,100
4,2.3,90,5.6,4.3,0.3,2.3,2.1,4,4.6,100,100
3.38,3.9,87,5.8,7.8,4.1,1.7,0.3,18,0.5,97,89
3.47,3.4,88,7,8.7,2.4,0.4,3.4,11,2.9,84,93
3.59,3.1,82,6.9,6.3,4.2,2,3.6,19,4.6,98,93
2.74,2.1,71,5.3,5.3,3.2,0.5,5.9,13,2.7,75,82
2.89,2.6,98,7.2,4.7,1.5,0.7,3.7,13,0.5,100,93
4,4.6,99,8.2,7.7,2.9,0.6,2.4,15,3.6,100,89
4,4.3,100,5.6,6.7,4.8,0.9,3.8,11,3.2,99,98
3.1,2,79,8.5,7.7,2.6,2.6,5.2,11,8.4,89,90
3.8,3.6,88,5.1,2.5,1.2,2.1,4.8,13,6.6,100,90
4,4.6,100,9.5,3.3,0.4,2.3,4.2,18,1.4,100,99
2.95,1,70,6.5,4.8,1.6,3,3.5,15,0,86,74
4,4.3,95,7.2,4.1,2.2,0.1,1.8,12,6.4,100,87
2.97,2.5,83,4.7,6.3,4,1.5,0.9,10,4.1,93,73
3.94,4.4,100,6.9,5.1,1.1,1.3,0.6,11,0.6,100,100
3.01,2.4,84,7.3,9.8,5.1,1.9,3.8,8,3.1,80,83
3.22,0.8,68,6.9,1.3,0.8,1.9,4,7,4.5,77,87
2.61,1.1,63,6.3,9.5,6.3,0,5.2,11,4.7,79,88
3.18,3.6,82,5.9,8.3,5.4,3.1,4.1,12,1.2,96,86
4,3.9,100,8.4,6.1,3,0.8,5.1,16,1.9,92,100
3.98,2.1,96,7,2.9,0.3,1.7,2.7,6,3,91,90
4,4.5,100,8.8,4.2,2.7,2,4.5,12,4.9,100,92
2.7,1,70,6.4,7.1,2.2,1.5,1,14,0.8,76,64
4,3.4,85,6.5,5.3,0.9,0,2.9,7,5.5,100,87
3.77,1.7,86,8,6.1,3.2,1.7,0,10,2.3,97,89
2.89,2.5,81,5.1,4,1.6,1.5,3.1,16,3.6,79,82
3.62,3.6,95,5.5,4,1.7,1.4,5.4,12,2.3,99,91
4,2.2,90,8.3,2.4,2.5,1.2,3.1,2,4.1,100,96
3.4,2.9,85,5.6,5.3,1.9,2.4,4.4,16,3,100,93
4,5,100,4.8,9.8,5.9,3.6,3.5,12,3.9,100,94
3.61,2.6,81,9.2,5.2,2,3.8,1.9,4,2.9,100,91
4,4.8,98,5.3,6.4,3.5,2.5,2.6,8,2.6,100,100
2.95,1.8,86,7.2,6.2,3,2.4,5.4,11,5.3,89,82
3.43,4.3,100,7.1,5.3,3.3,0,4.4,14,4.5,98,91
3.98,5.7,100,3.6,5.8,3.4,1.7,1.8,17,3.7,100,100
2.83,0.5,79,6.7,6.9,4.1,2.1,0.2,7,3.5,75,96
3.57,2.3,94,7.5,7,3.2,0,3.4,10,6.4,92,99
4,4.4,100,7.4,7.8,3.1,4,1.8,16,0.2,100,91
3.67,3.2,95,8.1,5.6,2.9,1.4,2.6,17,5.9,100,90
4,4.1,100,6.5,4.3,2.6,0.4,0.1,10,3.9,100,92
3.85,2.6,98,7.9,4.4,1.4,0.2,5.1,9,5.2,100,100
3.38,3.6,80,6.2,8.1,2.7,1.8,2.8,14,6.4,100,95
3.48,3.3,88,5.3,5.1,3.2,2,3.1,2,2.9,86,80
4,5.3,94,5.4,7.5,3.4,3.2,1.3,12,0.9,100,98
3.84,3.9,100,5.2,7.7,3.1,0.4,2.4,12,1.3,100,94
4,4,100,8.2,5.1,2.5,1.4,3.2,10,3.5,100,96
3.08,2.9,75,5.2,4.9,2.7,1.3,1.8,14,2.1,100,84
3.47,2.8,97,7.3,5.7,2,0.9,2.6,17,4.2,89,92
3.71,2.9,98,6.7,6.7,3.3,0.5,5.8,7,8.6,97,91
3.97,4.1,94,6.9,6.3,2.5,4,0,8,5.7,100,100
3.61,2.9,88,8.6,8.6,3.1,2.6,3.4,15,3.3,95,88
3.59,3.9,93,6.5,7.5,4.3,1.6,1.4,5,4.7,95,92
4,6.6,100,7.7,3.3,1.7,2,5.7,9,3.4,100,97
3.92,4.8,100,7,6.8,3.7,2.8,2.6,23,0.2,100,100
3.73,3,100,6.8,6.1,2.8,0.6,0.9,13,0.8,100,95
4,5.3,100,9.8,10.3,5.8,0.3,2.6,11,2.7,100,100
3.89,2.9,100,5.3,5.3,2.5,1.1,3.7,3,5.2,97,100
2.84,0.5,81,8.5,6.3,3.8,2.7,8.6,1,6.7,78,74
3.25,2,83,7.8,4.2,2.8,4.4,0,17,4.6,89,82
3.6,0.7,81,6.4,4.4,0.7,1.2,0.6,6,7.4,100,87
3.66,3,100,9,9,2,0.1,5.6,12,3.9,96,100
3.26,3.5,87,4.8,6.8,4.1,1.9,0,18,1,89,98
4,6,100,6.4,5.7,2.2,1.3,3,10,6.8,100,100
4,4,95,5.5,2.3,0,3.1,2,10,2.2,100,99
3.7,3.2,91,7.5,4.3,2.8,1.6,1.7,15,2.9,100,93
3.78,4.7,100,5.7,4.7,1.2,2.2,2.7,19,2.7,100,91
2.73,0.5,71,7.5,6,3,1,2.3,16,0,82,88
3.56,3.9,87,6.8,5.2,5.1,1.8,5.1,19,4,100,85
3.96,4.7,100,6.4,8.9,4,0,5.7,1,2.9,100,100
3.33,1.3,78,7.5,8.6,5.1,1.1,3.9,14,3.2,76,86
4,5.2,100,6.7,5.1,2,0.5,2.5,18,5.5,100,100
3.94,4,100,5.7,5.1,2.6,1.8,3.5,14,1.3,100,98
4,2.9,100,10,4.7,1.2,1.2,4.6,11,4.9,100,100
4,4.4,100,6.4,5.3,1.8,0,5,6,3.3,100,100
4,6.9,100,4.3,4.9,1.4,2.1,3.7,8,8.7,100,99
3.85,3.8,100,6,5.1,0.8,2,6.1,19,5.2,100,100
3.72,3.9,93,5.5,9.4,4.8,2.7,1.8,12,4.9,100,100
3.97,2.8,83,8,5.4,0,1.2,5.3,9,3.2,100,100
3.45,2.2,90,7.4,6.9,4.9,0.8,4.4,4,3.9,100,100
3.86,4.7,100,7.5,7,4.7,0.5,1.8,14,5.2,100,89
3.74,2.2,91,6.6,6.9,3.5,2,3.5,8,0.3,92,100
3.88,3.6,94,6.7,3.2,1.1,2,3.6,12,4.4,95,100
3.64,2.8,96,6.6,2.7,0.4,0.8,2.7,21,2.9,100,97
3.82,4.2,100,6.9,5.6,2,1.3,2.7,16,1.6,100,94
3.77,4,98,8,7.8,3.7,1.9,0,19,6.9,100,100
4,5.1,100,7.4,7.3,2.8,1.5,1.6,13,3.7,100,100
2.97,2.7,91,7.6,4,1.2,1.6,2.5,16,2,96,87
3.78,3.1,78,7.6,8.1,4.5,3.3,1.9,19,2.5,100,91
3.19,2,63,8.1,8.6,5.3,0,1.3,8,3.1,95,80
3.81,2.8,84,7.3,5.5,2.5,1.1,5.1,12,4.4,100,100
3.88,4.1,100,7.4,5,3,3.5,2.8,9,6.9,100,100
4,4.6,100,8.4,2.4,0.5,1.9,7.3,9,0.7,100,93
3.52,2.1,91,6.2,6,2.2,0.4,3.4,11,2.2,98,90
4,4.8,100,6,5.6,3.6,1.9,5.1,7,4.9,100,95
4,5.5,100,5.6,4.2,3.3,1.9,2.6,10,5.7,100,97
4,4.1,98,7.2,5,2,2.8,1.7,15,4.1,100,100
4,6.3,100,4.8,7.1,2.4,2.6,3.5,12,6.8,100,100
3.81,2.3,96,7.6,1.7,2.1,0.6,5.6,8,3.1,95,97
3.11,1.6,78,6.9,5.1,2.4,1.7,2.8,16,3.1,78,78
2.95,0.8,76,8.4,7.2,3.4,2.2,3.9,7,8.5,85,73
4,5.7,100,6.2,1,0,0.5,3.5,6,7.6,100,100
4,4.5,100,6.8,5.4,2.7,1.6,2.8,18,8.2,100,100
3.94,3.4,77,8.3,4.9,3.3,0,2.9,16,1.2,89,92
3.89,3.9,99,8.7,3.7,1.9,1.7,1,10,3.5,99,93
2.83,1.8,74,6.2,4.6,2.1,1.8,3,21,4.6,88,71
4,7.2,100,7.2,3.8,2.1,0.9,4.3,9,5.1,100,100
3.8,3.7,90,7.4,3.7,2.1,2.6,3.6,15,1.3,92,97
3.69,3.7,80,7.4,5.7,2.8,2.8,3.4,4,1.2,90,82
4,4.6,94,6.7,8.7,3,0.3,4.5,7,4,100,91
4,4.2,100,8.5,3.9,0,2.9,3.4,17,2.4,100,100
3.77,3.8,97,4.7,8,3.8,1.6,3,19,4.9,100,88
3.09,2.3,79,6.5,6.4,2.4,0.5,4.5,11,4.8,100,81
3.72,4.2,86,7.5,7.9,5.7,3.2,3.3,23,7.1,100,99
4,6.3,100,7.5,4.4,1,1.6,2.5,19,3.8,100,100
4,5.5,100,8.6,5.8,1.5,0.2,3.9,9,1.1,100,100
4,5.9,100,8.4,6.5,2.5,0.6,2.9,10,1.3,100,100
3.33,2.7,88,6.7,6.6,3.4,1.6,2.4,5,1.2,91,92
3.04,2,79,8.6,3.6,0,2.1,3.3,10,7.1,89,79
3.15,3.3,78,6.1,7.6,1.6,2.9,3.3,13,3.3,93,88
3.87,3.6,87,8.1,7.7,3.7,2,0.8,12,4.5,99,98
4,5.1,100,9.2,4,1.4,0,3.7,12,2.6,100,100
3.2,1,65,8.5,7.8,4.9,0.8,6.7,17,6.3,83,82
4,5.8,100,7.1,3.8,2.1,4.4,1,13,2.2,100,100
4,3.3,93,6.6,7.3,1.5,4,2,15,2,100,100
3.31,2.9,78,5.2,8.6,3.7,1.8,8.6,14,5.3,100,87
2.97,2,82,7.4,8.3,5.2,2.5,1.4,13,5.2,100,79
2.45,1,65,5.7,9,3.4,2.1,5.6,17,2.5,69,79
3.71,4.7,87,6,8.5,4.7,3.3,2.5,16,2.9,100,95
3.48,3.6,100,5.6,7.8,5.3,2.4,3.1,6,5.1,100,91
3.1,1.6,74,6.4,5.5,1.4,1.8,2.7,21,4.7,91,82
3.14,1.6,83,7,7.7,4.2,3.2,3.9,13,4.6,81,100
3.82,3,87,7.3,4.5,0.5,2.1,0,7,2.5,100,90
4,6,95,6.3,4.8,3.4,1,3.4,12,3.7,100,99
3.86,3.1,92,8.3,4.7,2.7,2.5,2.2,13,3.9,98,100
2.62,1.2,62,6.8,9.5,4.7,2.5,0,15,4.7,65,70
3.47,3.1,82,6.1,9.6,4.6,0.9,5.2,17,7.4,96,81
3.85,3.1,83,7.3,8.4,3.7,3.2,0,16,4.9,100,92
3.15,0.5,86,9.4,8.9,3.2,2.3,7.3,21,5.4,76,81
3.44,3.4,79,7.4,7.3,3.6,1.5,4.2,13,2.8,78,90
3.73,3.2,95,6.6,6.5,2.9,2,0.3,11,2.9,100,100
3.8,4.5,99,5.2,4.6,2.7,3,5.7,5,2.7,100,86
3.83,6.3,100,6.7,7.3,5,1.7,1.5,17,1.5,100,100
4,5.2,95,7.3,5.7,5.1,1.1,1.6,15,5.9,100,97
3.22,3.1,91,6.5,5.2,2.6,0.4,0,9,3.3,97,87
2.76,1.8,78,5,3.7,3.2,0,1.3,13,6.6,76,82
4,7.4,100,6,7.2,2.9,0.7,1.5,12,5.2,100,100
4,3.6,100,8.7,3.9,0.4,0.8,4.6,13,2.8,100,98
4,3.5,88,8.7,2.9,2.3,3.9,5.3,11,5,100,100
3.81,3.5,93,5.9,8,5.2,0,0.5,13,5.4,100,92
4,3.8,99,7.8,7.1,1.7,1.2,3.5,4,6,97,100
3.01,3.3,77,5.6,8.8,6,0,0,10,5.6,97,82
2.98,2.6,78,8.7,6.4,4.6,0.9,3.5,14,5.7,89,83
3.5,2.7,94,7.3,4.3,3.4,4.9,7.3,8,0,100,100
4,3.5,100,8.1,4.5,3.6,0,0,14,4.9,100,98
3.06,2.7,91,4.9,5,1.4,1.1,1,22,8,90,86
3.71,2.4,93,7.8,4.9,2.4,0,4.5,6,4.4,100,96
3.68,3.7,99,7,7.6,5,1.9,4.7,3,6.8,100,100
3.75,3.1,91,8,4.4,1.9,2.8,1.1,18,4.7,95,100
4,5.8,100,8.1,7.2,4.4,0,5.9,22,3.1,100,100
2.84,0.5,68,7.1,2.2,0.7,2.7,1.4,14,3.2,90,89
3.94,5.1,100,6.3,4.4,1,3.3,6.3,12,4.7,100,100
3.37,5.4,96,7.9,7,5.7,2.8,3.9,9,4.6,100,89
3.18,0.5,72,6.9,4.9,2.8,1.9,5.5,15,3.9,88,92
3.72,3,100,6,6.2,2,0,3.7,12,2.2,100,100
3.3,2.9,81,5.9,8.3,4.8,3.7,4.3,16,3.4,95,91
2.89,1.4,74,5.2,8.5,4.7,1.2,4.4,3,5,80,86
3.02,2.3,57,6.4,9.8,4.2,0.8,5.3,14,2.9,69,87
4,1.8,89,8.3,4.8,1.9,2.6,2.9,8,4.2,99,100
4,6.1,100,7.2,5.4,2.4,1.2,1.2,17,5.6,100,93
4,4.9,100,6.4,6,3.3,0.5,2.8,6,5.1,100,96
4,5.4,98,8,6.3,3.8,1,1.7,15,2.7,100,99
3.99,4.6,91,6,3.8,2,1.3,1.8,9,2.9,100,100
3.82,1.8,76,7.1,6.2,3.1,3.3,6.3,10,2.8,83,94
3.53,2.7,76,6.8,6.6,3.2,1.8,4.2,16,6,100,79
3.9,4.2,100,7.9,8.2,4.7,3,4.2,8,2.9,100,99
2.89,1.7,78,5.1,7,3.9,0.9,5.1,4,4.9,85,73
3.77,4.6,100,6,4.6,0.5,0.3,4.2,12,6.5,100,94
3.14,3.1,84,5,5.5,2.5,2.8,6.7,9,7.1,100,77
3.68,2.9,85,6.7,3.9,1.4,1.2,0,5,3.9,100,94
4,4.6,96,8.5,5.6,3.7,1.3,1,14,3.3,100,100
3.79,4.2,90,6.4,5.3,4.2,2.8,1.6,13,5.3,97,90
3.15,3,84,6.4,7.8,3,0.4,0.2,13,4.5,82,84
4,5.2,100,8,4.6,2.4,2,3.2,15,6.4,100,100
3.8,1.9,91,8.3,4.8,2.9,1.3,3.3,2,4.6,100,95
3.71,4.4,100,6.9,5.6,3.1,2,7,8,8.2,100,93
3.95,4.4,90,7.8,4.5,1.8,2.4,4.8,13,2.4,100,100
3.52,3,93,5.7,6,1,4.1,2,17,2.4,100,96
4,4,100,8.7,2.6,0,0,4,13,0,100,95
3.04,1.6,92,9.6,10.9,4.7,0.8,0,18,4.2,100,93
3.87,4.9,100,7.6,6.6,3.5,1.7,3.3,9,0,100,85
3.49,3.2,86,4.5,8.8,3.3,1.3,3.2,9,6.4,96,92
2.81,2.7,65,6.3,8.8,4.7,0.8,1.2,10,6.5,77,78
4,5.1,100,7.7,4.3,0.9,0,2.6,12,2.5,98,94
3.67,2.4,84,6.5,5.1,0.2,0.7,1.6,3,5.9,88,84
3.46,1.4,83,8.5,7.7,3.4,1.9,1.1,12,5.2,83,93
2.76,1.2,68,7.7,7,3.2,2.6,4.3,12,2.9,82,90
4,4.4,100,6.2,6,0.2,1.4,5.1,9,4.5,100,97
3.02,1.6,61,7,5.7,3.3,2,4,8,3.8,100,75
4,6.1,99,5.9,4,2.2,1.5,2.1,13,1.7,100,96
2.49,0.5,67,6.8,3.8,1.6,2,1.7,15,5.4,65,87
4,6,100,6.3,7.4,2.3,0,2.2,13,3.1,100,94
4,3.8,100,8.4,4.7,0,2.2,2.6,13,8.4,100,100
4,3.4,86,9.5,4.3,1.9,0.8,1.3,12,5.2,100,87
3.67,2.7,81,5.3,1.9,1.7,0.8,5.1,12,3.7,100,90
3.49,4.1,86,4.7,6.4,3.6,1.4,2.6,15,3.6,100,95
3.44,3.4,98,6.7,4.4,2.6,1.3,4.5,20,7.2,90,92
3.39,5.2,98,5.2,6.2,3.8,0.7,0.2,19,9.2,100,100
3.84,3.7,92,7.1,1.7,0,2.9,1.6,7,1.8,93,100
4,3.7,90,7.9,2.6,1.5,1.8,4.7,1,1.8,100,100
3.72,3,87,8.8,8.9,3.6,0.8,4.7,15,4.1,100,93
3.56,3.4,80,7.2,4.5,2.3,0.9,0.6,12,3.3,100,96
4,4,100,6.8,8.8,4.1,1.5,3.6,12,4,100,100
3.45,0.9,75,4.6,2.8,0.1,1,3.7,14,2.7,87,91
3.39,1.5,69,7,5.5,3.9,0.4,1.6,11,2.6,86,85
4,4.6,94,7.1,5.4,1.8,1.6,3.7,4,4.5,99,100
4,3.8,89,7.8,4.2,1.7,1.5,0,6,4.5,100,100
3.19,3.2,89,6.1,7.1,4.3,1.3,1.1,7,6,100,81
3.94,3.5,75,6.5,7.7,4.5,3.3,4.2,15,8.1,100,85
3.79,4,88,5.2,6.4,4.4,1.5,3.1,21,3.5,100,91
2.96,2.7,80,4.3,7,5.9,0.3,3.2,10,5.1,94,90
2.65,2.3,73,5.7,7.6,4.7,2.1,2.6,25,1.1,88,67
3.84,3.8,86,5.1,5.8,1.6,0,4.1,3,3.6,100,96
3.68,2,90,7.4,4.9,3,3.2,4.2,9,5,90,91
3.85,4.1,88,6.4,5.5,2.3,1.2,4.6,13,8.4,100,85
2.2,0.9,65,6.4,10.6,5.8,0.6,3.3,1,5.9,74,73
3.73,5,99,5.8,7.4,4.5,1.1,2.2,20,2.6,100,98
3.58,4.2,87,3.5,5.6,2.5,2,1.9,9,5.8,99,89
